Composition,Eg,class,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (?),avg_Covalent radius (?),avg_Zunger radius (?),avg_Ionic radius (?),avg_Crystal radius (?),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g?K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m?K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (?),diff_Covalent radius (?),diff_Zunger radius (?),diff_Ionic radius (?),diff_Crystal radius (?),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g?K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m?K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (?),max_Covalent radius (?),max_Zunger radius (?),max_Ionic radius (?),max_Crystal radius (?),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g?K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m?K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (?),min_Covalent radius (?),min_Zunger radius (?),min_Ionic radius (?),min_Crystal radius (?),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g?K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m?K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV),
V2GaSn2,0,0,35.4,81.8052,4.4,10.2,4.6,1.4,65.2,1.38,1.304,2.063,1.38,0.7,1.798,1.98,3.95132,3.8,1.6928,4.288,4.2,2,1,5.2,2.2,659.8,9.66,1127.91,3013.75,6.548,0.3608,12.2896,170.2408,47.04,383.6,3.942,27,67.7685,1,9,1,1,34,0.15,0.19,0.735,0.15,0.08,0.33,0.52,1.3905,1.1,0.294,1.56,2,0,2,10,1,130,4.7,1860.2,1110,1.41,0.263,15.31,295.348,35.9,228,2.5,50,118.71,5,14,5,2,80,1.45,1.41,2.43,1.45,0.76,1.96,2.22,4.5926,4.3,1.824,5,5,2,2,10,3,709,12.4,2163.15,3653.15,7.31,0.49,20.9,295.8,66.6,514,5.31,23,50.9415,4,5,4,1,46,1.3,1.22,1.695,1.3,0.68,1.63,1.7,3.2021,3.2,1.53,3.44,3,2,0,0,2,579,7.7,302.95,2543.15,5.9,0.227,5.59,0.452,30.7,286,2.81,
V2NO,0,0,15.25,32.972285,3,10.25,5.5,1.5,65.25,0.9875,0.98,1.46625,0.9875,0.7175,2.435,2.6525,5.414475,5.51,2.434,3.25,5.25,2,1.75,1.5,3.75,1004.5,6.67325,1111.075,1868.45,3.05567,0.735,10.5957475,1.776675,15.36318,437.5,4.54,16,36.93476,2,11,3,1,41,0.75,0.49,1.965,0.75,0.91,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,751,11.607,2108.4,3575.8,6.10875,0.55,20.67741,2.9579,30.67402,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1402,12.4,2163.15,3653.15,6.11,1.04,20.9,3.4099,30.7,514,5.31,7,14.00674,2,5,4,1,46,0.6,0.73,0.465,0.6,0.3,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,77.35,0.00125,0.49,0.22259,0.452,0.02598,249,2.62,
V2O3F3,0,0,12.125,25.85955113,2.5,13.625,6.625,1.25,79,0.75,0.84875,0.93375,0.75,1.07,3.19,3.2175,7.7214125,7.63125,3.308625,1.25,6.125,2,3.375,0.75,5.375,1285.875,3.635125,581.325,978.9875,1.52867375,0.775,5.40417125,2.6178875,7.69549,251.5,2.625,15,34.9421,2,12,4,1,47,0.85,0.5,2.025,0.85,0.53,2.35,1.56,6.8833,6.81,2.663,5,2,0,5,3,5,1030,11.766,2109.8,3568.1,6.10857,0.43,20.67741,2.9579,30.67326,435,4.47,23,50.9415,4,17,8,2,93,1.35,1.22,2.43,1.35,1.21,3.98,3.78,10.0854,10.41,4.193,5,7,2,5,3,7,1681,12.4,2163.15,3653.15,6.11,0.92,20.9,3.4099,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.5,0.72,0.405,0.5,0.68,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.634,53.35,85.05,0.00143,0.49,0.22259,0.452,0.02674,79,0.84,
V2O4,0.66,1,13,27.64676667,2.666666667,12.33333333,6,1.333333333,73.33333333,0.85,0.893333333,1.12,0.85,1.033333333,2.836666667,2.953333333,6.647566667,6.226666667,2.916666667,1.666666667,5.666666667,2,2.666666667,1,4.666666667,1093,4.662,757.55,1277.816667,2.03762,0.776666667,7.11506,2.423933333,10.25116,337.3333333,3.516666667,15,34.9421,2,11,3,1,41,0.75,0.49,1.965,0.75,0.53,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.43,20.67741,2.9579,30.67326,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,20.9,3.4099,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.49,0.22259,0.452,0.02674,249,2.62,
V2O5,2.32,1,12.28571429,25.98285714,2.571428571,12.85714286,6.142857143,1.285714286,75.28571429,0.814285714,0.87,1.026428571,0.814285714,1.058571429,2.922857143,3.005714286,6.893671429,6.414285714,3.015714286,1.428571429,5.714285714,2,2.857142857,0.857142857,4.857142857,1124.571429,4.109285714,657.15,1108.15,1.746735714,0.797142857,6.130421429,2.564785714,8.790528571,324.7142857,3.388571429,15,34.9421,2,11,3,1,41,0.75,0.49,1.965,0.75,0.53,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.43,20.67741,2.9579,30.67326,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,20.9,3.4099,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.49,0.22259,0.452,0.02674,249,2.62,
V2RuOs,0,0,41.5,98.29575,4.75,6.5,4,2,51.25,1.325,1.2375,2.52875,1.325,0.7375,1.915,2.065,4.326125,4.15,1.5625,5.39,6.5,1.75,0,4.75,1.75,712.75,10.725,2556.9,4195.65,11.805,0.337,24.4,335.476,66.5,615.5,6.3825,53,139.2885,2,3,0,0,11,0.05,0.04,0.22,0.05,0.14,0.57,0.37,4.0314,1.3,0.12,0.78,3,1,0,4,1,188,3.9,1155,1650,16.49,0.36,10.9,745.548,86.3,277,2.86,76,190.23,6,8,4,2,57,1.35,1.26,2.65,1.35,0.82,2.2,2.22,7.2335,4.9,1.65,5.78,8,2,0,7,2,839,12.4,3318.15,5303.15,22.6,0.49,31.8,746,117,791,8.17,23,50.9415,4,5,4,2,46,1.3,1.22,2.43,1.3,0.68,1.63,1.85,3.2021,3.6,1.53,5,5,1,0,3,1,651,8.5,2163.15,3653.15,6.11,0.13,20.9,0.452,30.7,514,5.31,
V2Sb(PO4)3,0,0,13.22222222,28.25317144,2.555555556,14.55555556,6.611111111,1.111111111,81.66666667,0.797222222,0.876666667,0.884722222,0.797222222,0.983888889,2.953333333,2.965555556,7.040022222,6.632777778,3.062388889,1.222222222,5.666666667,2,3.333333333,0.888888889,5.166666667,1163.333333,2.873111111,379.9555556,681.7055556,1.354842222,0.807777778,3.684004444,8.630544444,4.818104444,290.1666667,3.061111111,43,105.7606,3,11,3,1,41,0.85,0.67,1.965,0.85,0.9,1.81,1.18,5.1682,3.94,2.08,5,1,0,4,10,4,663,11.607,2108.4,3563,6.68857,0.71,20.67741,76.688,30.67326,265,2.69,51,121.76,5,16,7,2,87,1.45,1.4,2.43,1.45,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,10,6,1314,12.4,2163.15,3653.15,6.69,0.92,20.9,77.14,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.31,1.63,2.14,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.21,0.22259,0.452,0.02674,249,2.62,
V2Si2O7,0,0,11.81818182,24.54998182,2.545454545,13.63636364,6.272727273,1.181818182,77.90909091,0.827272727,0.888181818,0.995909091,0.827272727,0.966363636,2.830909091,2.876363636,6.6697,6.32,2.923818182,1.636363636,5.454545455,2,2.909090909,0.545454545,4.909090909,1097.636364,3.741,734.1681818,1199.422727,1.535455455,0.803636364,13.13255727,72.1103,32.50792545,334.0909091,3.474545455,15,34.9421,2,11,3,1,41,0.75,0.49,1.965,0.75,0.81,1.81,1.34,5.1682,3.94,2.08,5,2,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.43,50.32741,383.768,147.97326,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,50.55,384.22,148,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.4,1.63,1.98,3.2021,3.6,1.53,0,4,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.49,0.22259,0.452,0.02674,249,2.62,
V2TcRu,0,0,33.25,75.21505,4.5,6.25,4,2,50.25,1.3375,1.24,2.52875,1.3375,0.7425,1.84,2.1475,3.42015,3.925,1.5275,5.39,6.25,1.75,0,4.5,1.75,678.5,11.45,2338.65,4157.4,9.03,0.357,22.45,313.976,57.25,587,6.0525,21,50.1285,1,3,0,0,10,0.05,0.05,0.22,0.05,0.14,0.57,0.25,0.4647,0.9,0.03,0.78,3,1,0,4,1,59,2.8,420,1497,6.29,0.28,3.1,659.548,86.3,163,1.54,44,101.07,5,8,4,2,56,1.35,1.27,2.65,1.35,0.82,2.2,2.22,3.6668,4.5,1.54,5.78,8,2,0,7,2,710,12.4,2583.15,5150.15,12.4,0.49,24,660,117,677,6.85,23,50.9415,4,5,4,2,46,1.3,1.22,2.43,1.3,0.68,1.63,1.97,3.2021,3.6,1.51,5,5,1,0,3,1,651,9.6,2163.15,3653.15,6.11,0.21,20.9,0.452,30.7,514,5.31,
V2ZnO4,0,0,15.42857143,33.03865714,2.857142857,12.28571429,5.714285714,1.428571429,72.71428571,0.921428571,0.944285714,1.228571429,0.921428571,0.991428571,2.667142857,2.737142857,6.233842857,5.972857143,2.727142857,2.062857143,6.571428571,2,2.285714286,2.285714286,4.285714286,1066.285714,4.910285714,748.2928571,1263.721429,2.765102857,0.721428571,7.144622857,18.54908571,25.35813714,307.8571429,3.207142857,22,49.3906,2,11,3,1,41,0.75,0.52,1.965,0.75,0.53,1.81,1.88,5.1682,3.94,2.08,5,7,0,4,10,4,663,11.607,2108.4,3563,7.12857,0.53,20.67741,114.848,115.97326,383,3.96,30,65.39,4,16,7,2,87,1.35,1.25,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,12,2,4,10,6,1314,12.4,2163.15,3653.15,7.13,0.92,20.9,115.3,116,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,1.44,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.39,0.22259,0.452,0.02674,131,1.35,
V3Ag,0,0,29,65.173175,4.25,6.5,4,1.5,50.75,1.4125,1.25,2.41625,1.4125,0.8325,1.705,1.9325,3.364625,3.81,1.615,5.11,6.5,1.75,0,4.75,1.75,671,11.275,1931.15,3361.15,7.2075,0.42625,18.5,62.984,130.275,456.5,4.72,24,56.9267,1,6,0,2,19,0.25,0.12,0.055,0.25,0.61,0.3,1.15,0.6501,0.84,0.34,0.44,6,1,0,7,1,80,4.5,928,1168,4.39,0.255,9.6,250.128,398.3,230,2.36,47,107.8682,5,11,4,2,65,1.6,1.34,2.43,1.6,1.29,1.93,2.22,3.8522,4.44,1.87,5.44,11,2,0,10,2,731,12.4,2163.15,3653.15,10.5,0.49,20.9,250.58,429,514,5.31,23,50.9415,4,5,4,0,46,1.35,1.22,2.375,1.35,0.68,1.63,1.07,3.2021,3.6,1.53,5,5,1,0,3,1,651,7.9,1235.15,2485.15,6.11,0.235,11.3,0.452,30.7,284,2.95,
V3As2O9,0.76,1,14.78571429,31.90444857,2.714285714,13.5,6.214285714,1.214285714,77.78571429,0.839285714,0.902142857,1.021785714,0.839285714,1.026428571,2.872142857,2.934285714,6.805928571,6.375714286,2.964428571,1.5,5.642857143,2,3,0.642857143,5,1119.5,3.781214286,654.4642857,967.9357143,2.128776429,0.743571429,8.578807857,7.25465,13.73861857,313.3571429,3.245,25,58.92219,2,11,3,1,41,0.75,0.49,1.965,0.75,0.53,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.59,27.47741,34.308,49.97326,265,2.69,33,74.92159,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,27.7,34.76,50,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.33,0.22259,0.452,0.02674,249,2.62,
V3CrO10,0,0,12.35714286,26.05818571,2.571428571,12.92857143,6.142857143,1.285714286,75.5,0.817857143,0.867142857,1.027142857,0.817857143,1.064285714,2.925,2.99,6.898614286,6.422857143,3.024285714,1.484285714,5.785714286,1.928571429,2.857142857,1,4.785714286,1124.714286,4.052142857,654.7928571,1057.578571,1.823878571,0.794285714,5.844707143,27.12535714,13.29052857,316.3571429,3.302142857,16,35.9967,2,11,3,1,41,0.8,0.49,1.975,0.8,0.53,1.81,1.32,5.1682,3.94,2.08,5.78,1,1,4,5,5,663,11.607,2108.4,3563,7.18857,0.47,20.67741,343.848,93.67326,265,2.69,24,51.9961,4,16,7,2,87,1.4,1.22,2.44,1.4,1.21,3.44,3.32,8.3703,7.54,3.61,5.78,6,2,4,5,6,1314,12.4,2163.15,3653.15,7.19,0.92,20.9,344.3,93.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,2,3.2021,3.6,1.53,0,5,1,0,0,1,651,0.793,54.75,90.15,0.00143,0.45,0.22259,0.452,0.02674,249,2.62,
V3Cu,0,0,24.5,54.092625,4,6.5,4,2,50.5,1.35,1.2075,2.3325,1.35,0.6875,1.6975,1.935,3.3175,3.82,1.61,5.11,6.5,1.75,0,4.75,1.75,674.5,10.975,1961.4,3449.9,6.8225,0.4625,18.9375,75.414,123.275,470,4.855,6,12.6045,0,6,0,0,18,0,0.05,0.39,0,0.03,0.27,1.14,0.4616,0.88,0.32,0.44,6,1,0,7,1,94,5.7,807,813,2.85,0.11,7.85,299.848,370.3,176,1.82,29,63.546,4,11,4,2,64,1.35,1.22,2.43,1.35,0.71,1.9,2.22,3.6637,4.48,1.85,5.44,11,2,0,10,2,745,12.4,2163.15,3653.15,8.96,0.49,20.9,300.3,401,514,5.31,23,50.9415,4,5,4,2,46,1.35,1.17,2.04,1.35,0.68,1.63,1.08,3.2021,3.6,1.53,5,5,1,0,3,1,651,6.7,1356.15,2840.15,6.11,0.38,13.05,0.452,30.7,338,3.49,
V3CuO8,0,0,13.5,28.69714167,2.666666667,12.83333333,6,1.333333333,74.83333333,0.85,0.889166667,1.0875,0.85,1.035833333,2.859166667,2.858333333,6.686033333,6.3,2.943333333,1.703333333,6.166666667,1.916666667,2.666666667,1.583333333,4.583333333,1100.833333,4.187,690.3,1210.066667,2.27512,0.7675,6.460893333,27.41126667,41.10949333,322.6666667,3.365,21,47.5466,2,11,3,1,41,0.75,0.49,1.965,0.75,0.53,1.81,2.24,5.1682,3.94,2.08,5.44,6,1,4,10,5,663,11.607,2108.4,3563,8.95857,0.54,20.67741,299.848,400.97326,265,2.69,29,63.546,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,12.4,2163.15,3653.15,8.96,0.92,20.9,300.3,401,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,1.08,3.2021,3.6,1.53,0,5,1,0,0,1,651,0.793,54.75,90.15,0.00143,0.38,0.22259,0.452,0.02674,249,2.62,
V3H4O8,0,0,9.133333333,18.99009733,2.133333333,9.8,6.4,0.933333333,80.13333333,0.656666667,0.732,1.067333333,0.656666667,0.808,2.747333333,2.774666667,7.01882,6.656,2.844666667,1,4.466666667,1.733333333,2.133333333,0.6,3.866666667,1180.866667,3.0896,465.5766667,784.11,1.222781307,4.403066667,4.314362667,2.028842667,6.202661333,293.7333333,2.459333333,22,49.93356,3,15,3,2,46,1.1,0.85,1.965,1.1,1.11,1.81,1.22,5.1682,3.94,2.08,5,5,1,4,3,5,663,11.7,2149.1,3632.9,6.1099301,13.814,20.84132,2.96054,30.67326,296,5.31,23,50.9415,4,16,7,2,92,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,14.304,20.9,3.4099,30.7,514,5.31,1,1.00794,1,1,4,0,46,0.25,0.37,0.465,0.25,0.1,1.63,2.1,3.2021,3.6,1.53,0,1,1,0,0,1,651,0.7,14.05,20.25,0.0000699,0.49,0.05868,0.44936,0.02674,218,0,
V3Pt,0,0,36.75,86.976125,4.5,6.25,4,2,50.25,1.35,1.24,2.4975,1.35,0.695,1.7925,2.1425,4.331775,4.1,1.5775,5.195,6.25,1.75,0,4.5,1.75,705.25,10.925,2133.65,3764.9,9.9325,0.4,20.575,127.839,40.925,526.75,5.4425,55,144.1385,2,5,0,0,17,0,0.08,0.27,0,0.06,0.65,0.31,4.5187,2,0.19,0.78,5,1,0,6,1,217,5.9,118,447,15.29,0.36,1.3,509.548,40.9,51,0.53,78,195.08,6,10,4,2,63,1.35,1.3,2.7,1.35,0.74,2.28,2.22,7.7208,5.6,1.72,5.78,10,2,0,9,2,868,12.4,2163.15,4100.15,21.4,0.49,20.9,510,71.6,565,5.84,23,50.9415,4,5,4,2,46,1.35,1.22,2.43,1.35,0.68,1.63,1.91,3.2021,3.6,1.53,5,5,1,0,3,1,651,6.5,2045.15,3653.15,6.11,0.13,19.6,0.452,30.7,514,5.31,
V3Re,0,0,36,84.757875,4.5,5.5,4,2,48,1.35,1.235,2.4925,1.35,0.7025,1.6975,2.18,4.152575,3.705,1.5475,5.195,5.5,2,0,3.5,2,678.25,11.725,2485.65,4208.15,9.8325,0.4,23.975,179.089,35,578,5.99,52,135.2655,2,2,0,0,8,0,0.06,0.25,0,0.09,0.27,0.16,3.8019,0.42,0.07,0.78,2,0,0,2,0,109,2.7,1290,2220,14.89,0.36,12.3,714.548,17.2,256,2.72,75,186.207,6,7,4,2,54,1.35,1.28,2.68,1.35,0.77,1.9,2.22,7.004,4.02,1.6,5.78,7,2,0,5,2,760,12.4,3453.15,5873.15,21,0.49,33.2,715,47.9,770,8.03,23,50.9415,4,5,4,2,46,1.35,1.22,2.43,1.35,0.68,1.63,2.06,3.2021,3.6,1.53,5,5,2,0,3,2,651,9.7,2163.15,3653.15,6.11,0.13,20.9,0.452,30.7,514,5.31,
V3Si,0,0,20.75,45.2275,3.75,7.25,4.5,1.75,54,1.2875,1.1925,2.1775,1.2875,0.61,1.6975,2.16,3.447875,3.8925,1.6265,4.75,4.75,2,0.5,2.25,2.5,685,10.65,2043.15,3396.9,5.165,0.545,28.3125,96.394,60.025,498.5,5.14,9,22.856,1,9,2,1,32,0.25,0.11,1.01,0.25,0.28,0.27,0.24,0.9831,1.17,0.386,1,1,0,2,3,2,136,7,480,1025,3.78,0.22,29.65,383.768,117.3,62,0.68,23,50.9415,4,14,6,2,78,1.35,1.22,2.43,1.35,0.68,1.9,2.22,4.1852,4.77,1.916,5,5,2,2,3,4,787,12.4,2163.15,3653.15,6.11,0.71,50.55,384.22,148,514,5.31,14,28.0855,3,5,4,1,46,1.1,1.11,1.42,1.1,0.4,1.63,1.98,3.2021,3.6,1.53,4,4,2,0,0,2,651,5.4,1683.15,2628.15,2.33,0.49,20.9,0.452,30.7,452,4.63,
V3SiNi2,0,0,23.16666667,49.71613333,3.833333333,8.166666667,4.333333333,1.833333333,56.33333333,1.308333333,1.178333333,2.178333333,1.308333333,0.64,1.768333333,2.026666667,3.491616667,4.061666667,1.711,5.093333333,6.5,2,0.333333333,4.166666667,2.333333333,702.3333333,9.366666667,1937.483333,3265.65,6.41,0.51,24.69833333,187.7293333,70.25,475.6666667,4.906666667,14,30.6079,1,9,2,1,32,0.25,0.11,1.01,0.25,0.3,0.28,0.46,0.9831,1.17,0.386,1.78,6,0,2,8,2,136,7,480,1025,6.57,0.27,33.08,383.768,117.3,84,0.87,28,58.6934,4,14,6,2,78,1.35,1.22,2.43,1.35,0.7,1.91,2.22,4.1852,4.77,1.916,5.78,10,2,2,8,4,787,12.4,2163.15,3653.15,8.9,0.71,50.55,384.22,148,514,5.31,14,28.0855,3,5,4,1,46,1.1,1.11,1.42,1.1,0.4,1.63,1.76,3.2021,3.6,1.53,4,4,2,0,0,2,651,5.4,1683.15,2628.15,2.33,0.44,17.47,0.452,30.7,430,4.44,
V4ZnO8,0,0,14.30769231,30.55009231,2.769230769,12.30769231,5.846153846,1.384615385,73,0.888461538,0.920769231,1.178461538,0.888461538,1.010769231,2.745384615,2.836923077,6.424792308,6.09,2.814615385,1.88,6.153846154,2,2.461538462,1.692307692,4.461538462,1078.615385,4.795692308,752.5653846,1270.226923,2.429341538,0.746923077,7.130978462,11.10670769,18.38568615,321.4615385,3.35,22,49.3906,2,11,3,1,41,0.75,0.52,1.965,0.75,0.53,1.81,1.88,5.1682,3.94,2.08,5,7,0,4,10,4,663,11.607,2108.4,3563,7.12857,0.53,20.67741,114.848,115.97326,383,3.96,30,65.39,4,16,7,2,87,1.35,1.25,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,12,2,4,10,6,1314,12.4,2163.15,3653.15,7.13,0.92,20.9,115.3,116,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,1.44,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.39,0.22259,0.452,0.02674,131,1.35,
V5SiB2,0,0,17.375,38.051875,3.375,8.125,4.75,1.625,56.5,1.19375,1.10625,1.895,1.19375,0.5375,1.76625,2.11,3.6732375,3.91875,1.7085,4.375,4.375,2,0.5,1.875,2.5,705.5,9.175,2150.4,3317.525,4.695,0.65,31.93125,170.735,44.4375,521,5.35,18,40.1305,2,9,2,1,32,0.5,0.4,1.635,0.5,0.43,0.41,0.32,1.393,1.17,0.521,2,2,0,2,3,2,150,9.4,669,1025,3.78,0.53,29.65,489.248,121,121,1.18,23,50.9415,4,14,6,2,78,1.35,1.22,2.43,1.35,0.68,2.04,2.22,4.5951,4.77,2.051,5,5,2,2,3,4,801,12.4,2352.15,3653.15,6.11,1.02,50.55,489.7,148,573,5.81,5,10.811,2,5,4,1,46,0.85,0.82,0.795,0.85,0.25,1.63,1.9,3.2021,3.6,1.53,3,3,2,0,0,2,651,3,1683.15,2628.15,2.33,0.49,20.9,0.452,27,452,4.63,
V6AgO15,0,0,13.86363636,29.70491818,2.681818182,12.77272727,6.045454545,1.227272727,74.81818182,0.85,0.891363636,1.087727273,0.85,1.069090909,2.877727273,2.917727273,6.755422727,6.324545455,2.963636364,1.610909091,5.954545455,1.954545455,2.727272727,1.272727273,4.681818182,1106.681818,4.281590909,683.4227273,1170.740909,2.144611364,0.771590909,6.365402273,13.83820455,27.89095909,322.8636364,3.368636364,39,91.8688,3,11,3,2,41,1,0.61,1.965,1,0.61,1.81,2.25,5.1682,3.94,2.08,5.44,6,1,4,10,5,663,11.607,2108.4,3563,10.49857,0.685,20.67741,250.128,428.97326,265,2.69,47,107.8682,5,16,7,2,87,1.6,1.34,2.43,1.6,1.29,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,12.4,2163.15,3653.15,10.5,0.92,20.9,250.58,429,514,5.31,8,15.9994,2,5,4,0,46,0.6,0.73,0.465,0.6,0.68,1.63,1.07,3.2021,3.6,1.53,0,5,1,0,0,1,651,0.793,54.75,90.15,0.00143,0.235,0.22259,0.452,0.02674,249,2.62,
V6PbO11,0,0,17.11111111,38.26902222,2.888888889,12.22222222,5.888888889,1.333333333,73,0.916666667,0.934444444,1.210277778,0.916666667,1.048888889,2.745555556,2.875555556,6.445905556,6.024444444,2.819111111,1.802222222,5.555555556,2,2.555555556,1.555555556,4.555555556,1059.777778,4.995722222,787.8777778,1384.65,2.670873889,0.732777778,7.369305,12.10671667,12.21078556,334.3888889,3.483888889,74,191.2006,4,11,3,1,41,1.2,0.74,1.965,1.2,0.81,1.81,1.4,5.1682,3.94,2.08,5,2,0,4,10,4,663,11.607,2108.4,3563,11.39857,0.79,20.67741,177.248,35.27326,318,3.28,82,207.2,6,16,7,2,87,1.8,1.47,2.43,1.8,1.49,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,10,6,1314,12.4,2163.15,3653.15,11.4,0.92,20.9,177.7,35.3,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,1.92,3.2021,3.6,1.53,0,4,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.13,0.22259,0.452,0.02674,196,2.03,
